,date,state,name,wholesalePrice,retailPrice,shoppingmallPrice,units,image
1736,2024-06-02,New Delhi,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
1737,2024-06-02,New Delhi,Ash gourd,23,26 - 29,28 - 38,1kg,resource/images/vegetables/ashgourd-64.png
1738,2024-06-02,New Delhi,Baby Corn,55,63 - 70,66 - 91,1kg,resource/images/vegetables/babycorn-64.png
1739,2024-06-02,New Delhi,Banana Flower,14,16 - 18,17 - 23,1kg,resource/images/vegetables/bananaflower-64.png
1740,2024-06-02,New Delhi,Capsicum,44,51 - 56,53 - 73,1kg,resource/images/vegetables/capsicum-64.png
1741,2024-06-02,New Delhi,Bitter Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bittergourd-64.png
1742,2024-06-02,New Delhi,Bottle Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bottlegourd-64.png
1743,2024-06-02,New Delhi,Butter Beans,50,58 - 64,60 - 83,1kg,resource/images/vegetables/butterbeans-64.png
1744,2024-06-02,New Delhi,Broad Beans,63,72 - 80,76 - 104,1kg,resource/images/vegetables/broadbeans-64.png
1745,2024-06-02,New Delhi,Cabbage,32,37 - 41,38 - 53,1kg,resource/images/vegetables/cabbage-64.png
1746,2024-06-02,New Delhi,Carrot,40,46 - 51,48 - 66,1kg,resource/images/vegetables/carrot-64.png
1747,2024-06-02,New Delhi,Cauliflower,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cauliflower-64.png
1748,2024-06-02,New Delhi,Cluster beans,41,47 - 52,49 - 68,1kg,resource/images/vegetables/clusterbeans-64.png
1749,2024-06-02,New Delhi,Coconut,37,43 - 47,44 - 61,1kg,resource/images/vegetables/coconut-64.png
1750,2024-06-02,New Delhi,Colocasia Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/colocasialeaves-64.png
1751,2024-06-02,New Delhi,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
1752,2024-06-02,New Delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
1753,2024-06-02,New Delhi,Corn,31,36 - 39,37 - 51,1kg,resource/images/vegetables/corn-64.png
1754,2024-06-02,New Delhi,Cucumber,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cucumber-64.png
1755,2024-06-02,New Delhi,Curry Leaves,28,32 - 36,34 - 46,1kg,resource/images/vegetables/curryleaves-64.png
1756,2024-06-02,New Delhi,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
1757,2024-06-02,New Delhi,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
1758,2024-06-02,New Delhi,Brinjal,38,44 - 48,46 - 63,1kg,resource/images/vegetables/brinjal-64.png
1759,2024-06-02,New Delhi,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
1760,2024-06-02,New Delhi,Elephant Yam,34,39 - 43,41 - 56,1kg,resource/images/vegetables/elephantyam-64.png
1761,2024-06-02,New Delhi,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
1762,2024-06-02,New Delhi,French Beans,184,212 - 234,221 - 304,1kg,resource/images/vegetables/frenchbeans-64.png
1763,2024-06-02,New Delhi,Garlic,261,300 - 331,313 - 431,1kg,resource/images/vegetables/garlic-64.png
1764,2024-06-02,New Delhi,Ginger,134,154 - 170,161 - 221,1kg,resource/images/vegetables/ginger-64.png
1765,2024-06-02,New Delhi,Onion Green,43,49 - 55,52 - 71,1kg,resource/images/vegetables/oniongreen-64.png
1766,2024-06-02,New Delhi,Green Peas,46,53 - 58,55 - 76,1kg,resource/images/vegetables/greenpeas-64.png
1767,2024-06-02,New Delhi,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
1768,2024-06-02,New Delhi,Lemon (Lime),102,117 - 130,122 - 168,1kg,resource/images/vegetables/lemon-64.png
1769,2024-06-02,New Delhi,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
1770,2024-06-02,New Delhi,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
1771,2024-06-02,New Delhi,Mushroom,83,95 - 105,100 - 137,1kg,resource/images/vegetables/mushroom-64.png
1772,2024-06-02,New Delhi,Mustard Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/mustardleaves-64.png
1773,2024-06-02,New Delhi,Ladies Finger,47,54 - 60,56 - 78,1kg,resource/images/vegetables/ladiesfinger-64.png
1774,2024-06-02,New Delhi,Pumpkin,22,25 - 28,26 - 36,1kg,resource/images/vegetables/pumpkin-64.png
1775,2024-06-02,New Delhi,Radish,37,43 - 47,44 - 61,1kg,resource/images/vegetables/radish-64.png
1776,2024-06-02,New Delhi,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
1777,2024-06-02,New Delhi,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,resource/images/vegetables/shallot-64.png
1778,2024-06-02,New Delhi,Snake Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/snakegourd-64.png
1779,2024-06-02,New Delhi,Sorrel Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/sorrelleaves-64.png
1780,2024-06-02,New Delhi,Spinach,17,20 - 22,20 - 28,1kg,resource/images/vegetables/spinach-64.png
1781,2024-06-02,New Delhi,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
1782,2024-06-03,New Delhi,Onion Big,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionbig-64.png
1783,2024-06-03,New Delhi,Onion Small,35,40 - 44,42 - 58,1kg,resource/images/vegetables/onionsmall-64.png
1784,2024-06-03,New Delhi,Tomato,26,30 - 33,31 - 43,1kg,resource/images/vegetables/tomato-64.png
1785,2024-06-03,New Delhi,Green Chilli,85,98 - 108,102 - 140,1kg,resource/images/vegetables/greenchili-64.png
1786,2024-06-03,New Delhi,Beetroot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/beetroot-64.png
1787,2024-06-03,New Delhi,Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/potato-64.png
1788,2024-06-03,New Delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
1789,2024-06-03,New Delhi,Amaranth Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/amaranthleaves-64.png
1790,2024-06-03,New Delhi,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
1791,2024-06-03,New Delhi,Ash gourd,17,20 - 22,20 - 28,1kg,resource/images/vegetables/ashgourd-64.png
1792,2024-06-03,New Delhi,Baby Corn,63,72 - 80,76 - 104,1kg,resource/images/vegetables/babycorn-64.png
1793,2024-06-03,New Delhi,Banana Flower,19,22 - 24,23 - 31,1kg,resource/images/vegetables/bananaflower-64.png
1794,2024-06-03,New Delhi,Capsicum,43,49 - 55,52 - 71,1kg,resource/images/vegetables/capsicum-64.png
1795,2024-06-03,New Delhi,Bitter Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bittergourd-64.png
1796,2024-06-03,New Delhi,Bottle Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bottlegourd-64.png
1797,2024-06-03,New Delhi,Butter Beans,48,55 - 61,58 - 79,1kg,resource/images/vegetables/butterbeans-64.png
1798,2024-06-03,New Delhi,Broad Beans,72,83 - 91,86 - 119,1kg,resource/images/vegetables/broadbeans-64.png
1799,2024-06-03,New Delhi,Cabbage,33,38 - 42,40 - 54,1kg,resource/images/vegetables/cabbage-64.png
1800,2024-06-03,New Delhi,Carrot,40,46 - 51,48 - 66,1kg,resource/images/vegetables/carrot-64.png
1801,2024-06-03,New Delhi,Cauliflower,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cauliflower-64.png
1802,2024-06-03,New Delhi,Cluster beans,41,47 - 52,49 - 68,1kg,resource/images/vegetables/clusterbeans-64.png
1803,2024-06-03,New Delhi,Coconut,37,43 - 47,44 - 61,1kg,resource/images/vegetables/coconut-64.png
1804,2024-06-03,New Delhi,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
1805,2024-06-03,New Delhi,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
1806,2024-06-03,New Delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
1807,2024-06-03,New Delhi,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
1808,2024-06-03,New Delhi,Cucumber,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cucumber-64.png
1809,2024-06-03,New Delhi,Curry Leaves,30,35 - 38,36 - 50,1kg,resource/images/vegetables/curryleaves-64.png
1810,2024-06-03,New Delhi,Dill Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/dillleaves-64.png
1811,2024-06-03,New Delhi,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
1812,2024-06-03,New Delhi,Brinjal,37,43 - 47,44 - 61,1kg,resource/images/vegetables/brinjal-64.png
1813,2024-06-03,New Delhi,Brinjal (Big),32,37 - 41,38 - 53,1kg,resource/images/vegetables/brinjalbig-64.png
1814,2024-06-03,New Delhi,Elephant Yam,34,39 - 43,41 - 56,1kg,resource/images/vegetables/elephantyam-64.png
1815,2024-06-03,New Delhi,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
1816,2024-06-03,New Delhi,French Beans,177,204 - 225,212 - 292,1kg,resource/images/vegetables/frenchbeans-64.png
1817,2024-06-03,New Delhi,Garlic,266,306 - 338,319 - 439,1kg,resource/images/vegetables/garlic-64.png
1818,2024-06-03,New Delhi,Ginger,130,150 - 165,156 - 215,1kg,resource/images/vegetables/ginger-64.png
1819,2024-06-03,New Delhi,Onion Green,38,44 - 48,46 - 63,1kg,resource/images/vegetables/oniongreen-64.png
1820,2024-06-03,New Delhi,Green Peas,43,49 - 55,52 - 71,1kg,resource/images/vegetables/greenpeas-64.png
1821,2024-06-03,New Delhi,Ivy Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ivygourd-64.png
1822,2024-06-03,New Delhi,Lemon (Lime),92,106 - 117,110 - 152,1kg,resource/images/vegetables/lemon-64.png
1823,2024-06-03,New Delhi,Mango Raw,28,32 - 36,34 - 46,1kg,resource/images/vegetables/mangoraw-64.png
1824,2024-06-03,New Delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
1825,2024-06-03,New Delhi,Mushroom,87,100 - 110,104 - 144,1kg,resource/images/vegetables/mushroom-64.png
1826,2024-06-03,New Delhi,Mustard Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/mustardleaves-64.png
1827,2024-06-03,New Delhi,Ladies Finger,47,54 - 60,56 - 78,1kg,resource/images/vegetables/ladiesfinger-64.png
1828,2024-06-03,New Delhi,Pumpkin,17,20 - 22,20 - 28,1kg,resource/images/vegetables/pumpkin-64.png
1829,2024-06-03,New Delhi,Radish,36,41 - 46,43 - 59,1kg,resource/images/vegetables/radish-64.png
1830,2024-06-03,New Delhi,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
1831,2024-06-03,New Delhi,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,resource/images/vegetables/shallot-64.png
1832,2024-06-03,New Delhi,Snake Gourd,39,45 - 50,47 - 64,1kg,resource/images/vegetables/snakegourd-64.png
1833,2024-06-03,New Delhi,Sorrel Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/sorrelleaves-64.png
1834,2024-06-03,New Delhi,Spinach,11,13 - 14,13 - 18,1kg,resource/images/vegetables/spinach-64.png
1835,2024-06-03,New Delhi,Sweet Potato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/sweetpotato-64.png
1836,2024-06-04,New Delhi,Onion Big,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionbig-64.png
1837,2024-06-04,New Delhi,Onion Small,35,40 - 44,42 - 58,1kg,resource/images/vegetables/onionsmall-64.png
1838,2024-06-04,New Delhi,Tomato,26,30 - 33,31 - 43,1kg,resource/images/vegetables/tomato-64.png
1839,2024-06-04,New Delhi,Green Chilli,85,98 - 108,102 - 140,1kg,resource/images/vegetables/greenchili-64.png
1840,2024-06-04,New Delhi,Beetroot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/beetroot-64.png
1841,2024-06-04,New Delhi,Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/potato-64.png
1842,2024-06-04,New Delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
1843,2024-06-04,New Delhi,Amaranth Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/amaranthleaves-64.png
1844,2024-06-04,New Delhi,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
1845,2024-06-04,New Delhi,Ash gourd,17,20 - 22,20 - 28,1kg,resource/images/vegetables/ashgourd-64.png
1846,2024-06-04,New Delhi,Baby Corn,63,72 - 80,76 - 104,1kg,resource/images/vegetables/babycorn-64.png
1847,2024-06-04,New Delhi,Banana Flower,19,22 - 24,23 - 31,1kg,resource/images/vegetables/bananaflower-64.png
1848,2024-06-04,New Delhi,Capsicum,43,49 - 55,52 - 71,1kg,resource/images/vegetables/capsicum-64.png
1849,2024-06-04,New Delhi,Bitter Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bittergourd-64.png
1850,2024-06-04,New Delhi,Bottle Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bottlegourd-64.png
1851,2024-06-04,New Delhi,Butter Beans,48,55 - 61,58 - 79,1kg,resource/images/vegetables/butterbeans-64.png
1852,2024-06-04,New Delhi,Broad Beans,72,83 - 91,86 - 119,1kg,resource/images/vegetables/broadbeans-64.png
1853,2024-06-04,New Delhi,Cabbage,33,38 - 42,40 - 54,1kg,resource/images/vegetables/cabbage-64.png
1854,2024-06-04,New Delhi,Carrot,40,46 - 51,48 - 66,1kg,resource/images/vegetables/carrot-64.png
1855,2024-06-04,New Delhi,Cauliflower,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cauliflower-64.png
1856,2024-06-04,New Delhi,Cluster beans,41,47 - 52,49 - 68,1kg,resource/images/vegetables/clusterbeans-64.png
1857,2024-06-04,New Delhi,Coconut,37,43 - 47,44 - 61,1kg,resource/images/vegetables/coconut-64.png
1858,2024-06-04,New Delhi,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
1859,2024-06-04,New Delhi,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
1860,2024-06-04,New Delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
1861,2024-06-04,New Delhi,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
1862,2024-06-04,New Delhi,Cucumber,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cucumber-64.png
1863,2024-06-04,New Delhi,Curry Leaves,30,35 - 38,36 - 50,1kg,resource/images/vegetables/curryleaves-64.png
1864,2024-06-04,New Delhi,Dill Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/dillleaves-64.png
1865,2024-06-04,New Delhi,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
1866,2024-06-04,New Delhi,Brinjal,37,43 - 47,44 - 61,1kg,resource/images/vegetables/brinjal-64.png
1867,2024-06-04,New Delhi,Brinjal (Big),32,37 - 41,38 - 53,1kg,resource/images/vegetables/brinjalbig-64.png
1868,2024-06-04,New Delhi,Elephant Yam,34,39 - 43,41 - 56,1kg,resource/images/vegetables/elephantyam-64.png
1869,2024-06-04,New Delhi,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
1870,2024-06-04,New Delhi,French Beans,177,204 - 225,212 - 292,1kg,resource/images/vegetables/frenchbeans-64.png
1871,2024-06-04,New Delhi,Garlic,266,306 - 338,319 - 439,1kg,resource/images/vegetables/garlic-64.png
1872,2024-06-04,New Delhi,Ginger,130,150 - 165,156 - 215,1kg,resource/images/vegetables/ginger-64.png
1873,2024-06-04,New Delhi,Onion Green,38,44 - 48,46 - 63,1kg,resource/images/vegetables/oniongreen-64.png
1874,2024-06-04,New Delhi,Green Peas,43,49 - 55,52 - 71,1kg,resource/images/vegetables/greenpeas-64.png
1875,2024-06-04,New Delhi,Ivy Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ivygourd-64.png
1876,2024-06-04,New Delhi,Lemon (Lime),92,106 - 117,110 - 152,1kg,resource/images/vegetables/lemon-64.png
1877,2024-06-04,New Delhi,Mango Raw,28,32 - 36,34 - 46,1kg,resource/images/vegetables/mangoraw-64.png
1878,2024-06-04,New Delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
1879,2024-06-04,New Delhi,Mushroom,87,100 - 110,104 - 144,1kg,resource/images/vegetables/mushroom-64.png
1880,2024-06-04,New Delhi,Mustard Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/mustardleaves-64.png
1881,2024-06-04,New Delhi,Ladies Finger,47,54 - 60,56 - 78,1kg,resource/images/vegetables/ladiesfinger-64.png
1882,2024-06-04,New Delhi,Pumpkin,17,20 - 22,20 - 28,1kg,resource/images/vegetables/pumpkin-64.png
1883,2024-06-04,New Delhi,Radish,36,41 - 46,43 - 59,1kg,resource/images/vegetables/radish-64.png
1884,2024-06-04,New Delhi,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
1885,2024-06-04,New Delhi,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,resource/images/vegetables/shallot-64.png
1886,2024-06-04,New Delhi,Snake Gourd,39,45 - 50,47 - 64,1kg,resource/images/vegetables/snakegourd-64.png
1887,2024-06-04,New Delhi,Sorrel Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/sorrelleaves-64.png
1888,2024-06-04,New Delhi,Spinach,11,13 - 14,13 - 18,1kg,resource/images/vegetables/spinach-64.png
1889,2024-06-04,New Delhi,Sweet Potato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/sweetpotato-64.png
1890,2024-06-05,New Delhi,Onion Big,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionbig-64.png
1891,2024-06-05,New Delhi,Onion Small,35,40 - 44,42 - 58,1kg,resource/images/vegetables/onionsmall-64.png
1892,2024-06-05,New Delhi,Tomato,26,30 - 33,31 - 43,1kg,resource/images/vegetables/tomato-64.png
1893,2024-06-05,New Delhi,Green Chilli,85,98 - 108,102 - 140,1kg,resource/images/vegetables/greenchili-64.png
1894,2024-06-05,New Delhi,Beetroot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/beetroot-64.png
1895,2024-06-05,New Delhi,Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/potato-64.png
1896,2024-06-05,New Delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
1897,2024-06-05,New Delhi,Amaranth Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/amaranthleaves-64.png
1898,2024-06-05,New Delhi,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
1899,2024-06-05,New Delhi,Ash gourd,17,20 - 22,20 - 28,1kg,resource/images/vegetables/ashgourd-64.png
1900,2024-06-05,New Delhi,Baby Corn,63,72 - 80,76 - 104,1kg,resource/images/vegetables/babycorn-64.png
1901,2024-06-05,New Delhi,Banana Flower,19,22 - 24,23 - 31,1kg,resource/images/vegetables/bananaflower-64.png
1902,2024-06-05,New Delhi,Capsicum,43,49 - 55,52 - 71,1kg,resource/images/vegetables/capsicum-64.png
1903,2024-06-05,New Delhi,Bitter Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bittergourd-64.png
1904,2024-06-05,New Delhi,Bottle Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bottlegourd-64.png
1905,2024-06-05,New Delhi,Butter Beans,48,55 - 61,58 - 79,1kg,resource/images/vegetables/butterbeans-64.png
1906,2024-06-05,New Delhi,Broad Beans,72,83 - 91,86 - 119,1kg,resource/images/vegetables/broadbeans-64.png
1907,2024-06-05,New Delhi,Cabbage,33,38 - 42,40 - 54,1kg,resource/images/vegetables/cabbage-64.png
1908,2024-06-05,New Delhi,Carrot,40,46 - 51,48 - 66,1kg,resource/images/vegetables/carrot-64.png
1909,2024-06-05,New Delhi,Cauliflower,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cauliflower-64.png
1910,2024-06-05,New Delhi,Cluster beans,41,47 - 52,49 - 68,1kg,resource/images/vegetables/clusterbeans-64.png
1911,2024-06-05,New Delhi,Coconut,37,43 - 47,44 - 61,1kg,resource/images/vegetables/coconut-64.png
1912,2024-06-05,New Delhi,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
1913,2024-06-05,New Delhi,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
1914,2024-06-05,New Delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
1915,2024-06-05,New Delhi,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
1916,2024-06-05,New Delhi,Cucumber,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cucumber-64.png
1917,2024-06-05,New Delhi,Curry Leaves,30,35 - 38,36 - 50,1kg,resource/images/vegetables/curryleaves-64.png
1918,2024-06-05,New Delhi,Dill Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/dillleaves-64.png
1919,2024-06-05,New Delhi,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
1920,2024-06-05,New Delhi,Brinjal,37,43 - 47,44 - 61,1kg,resource/images/vegetables/brinjal-64.png
1921,2024-06-05,New Delhi,Brinjal (Big),32,37 - 41,38 - 53,1kg,resource/images/vegetables/brinjalbig-64.png
1922,2024-06-05,New Delhi,Elephant Yam,34,39 - 43,41 - 56,1kg,resource/images/vegetables/elephantyam-64.png
1923,2024-06-05,New Delhi,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
1924,2024-06-05,New Delhi,French Beans,177,204 - 225,212 - 292,1kg,resource/images/vegetables/frenchbeans-64.png
1925,2024-06-05,New Delhi,Garlic,266,306 - 338,319 - 439,1kg,resource/images/vegetables/garlic-64.png
1926,2024-06-05,New Delhi,Ginger,130,150 - 165,156 - 215,1kg,resource/images/vegetables/ginger-64.png
1927,2024-06-05,New Delhi,Onion Green,38,44 - 48,46 - 63,1kg,resource/images/vegetables/oniongreen-64.png
1928,2024-06-05,New Delhi,Green Peas,43,49 - 55,52 - 71,1kg,resource/images/vegetables/greenpeas-64.png
1929,2024-06-05,New Delhi,Ivy Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ivygourd-64.png
1930,2024-06-05,New Delhi,Lemon (Lime),92,106 - 117,110 - 152,1kg,resource/images/vegetables/lemon-64.png
1931,2024-06-05,New Delhi,Mango Raw,28,32 - 36,34 - 46,1kg,resource/images/vegetables/mangoraw-64.png
1932,2024-06-05,New Delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
1933,2024-06-05,New Delhi,Mushroom,87,100 - 110,104 - 144,1kg,resource/images/vegetables/mushroom-64.png
1934,2024-06-05,New Delhi,Mustard Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/mustardleaves-64.png
1935,2024-06-05,New Delhi,Ladies Finger,47,54 - 60,56 - 78,1kg,resource/images/vegetables/ladiesfinger-64.png
1936,2024-06-05,New Delhi,Pumpkin,17,20 - 22,20 - 28,1kg,resource/images/vegetables/pumpkin-64.png
1937,2024-06-05,New Delhi,Radish,36,41 - 46,43 - 59,1kg,resource/images/vegetables/radish-64.png
1938,2024-06-05,New Delhi,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
1939,2024-06-05,New Delhi,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,resource/images/vegetables/shallot-64.png
1940,2024-06-05,New Delhi,Snake Gourd,39,45 - 50,47 - 64,1kg,resource/images/vegetables/snakegourd-64.png
1941,2024-06-05,New Delhi,Sorrel Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/sorrelleaves-64.png
1942,2024-06-05,New Delhi,Spinach,11,13 - 14,13 - 18,1kg,resource/images/vegetables/spinach-64.png
1943,2024-06-05,New Delhi,Sweet Potato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/sweetpotato-64.png
1944,2024-06-06,New Delhi,Onion Big,31,36 - 39,37 - 51,1kg,resource/images/vegetables/onionbig-64.png
1945,2024-06-06,New Delhi,Onion Small,36,41 - 46,43 - 59,1kg,resource/images/vegetables/onionsmall-64.png
1946,2024-06-06,New Delhi,Tomato,30,35 - 38,36 - 50,1kg,resource/images/vegetables/tomato-64.png
1947,2024-06-06,New Delhi,Green Chilli,89,102 - 113,107 - 147,1kg,resource/images/vegetables/greenchili-64.png
1948,2024-06-06,New Delhi,Beetroot,34,39 - 43,41 - 56,1kg,resource/images/vegetables/beetroot-64.png
1949,2024-06-06,New Delhi,Potato,34,39 - 43,41 - 56,1kg,resource/images/vegetables/potato-64.png
1950,2024-06-06,New Delhi,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
1951,2024-06-06,New Delhi,Amaranth Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/amaranthleaves-64.png
1952,2024-06-06,New Delhi,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
1953,2024-06-06,New Delhi,Ash gourd,20,23 - 25,24 - 33,1kg,resource/images/vegetables/ashgourd-64.png
1954,2024-06-06,New Delhi,Baby Corn,51,59 - 65,61 - 84,1kg,resource/images/vegetables/babycorn-64.png
1955,2024-06-06,New Delhi,Banana Flower,15,17 - 19,18 - 25,1kg,resource/images/vegetables/bananaflower-64.png
1956,2024-06-06,New Delhi,Capsicum,49,56 - 62,59 - 81,1kg,resource/images/vegetables/capsicum-64.png
1957,2024-06-06,New Delhi,Bitter Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bittergourd-64.png
1958,2024-06-06,New Delhi,Bottle Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bottlegourd-64.png
1959,2024-06-06,New Delhi,Butter Beans,53,61 - 67,64 - 87,1kg,resource/images/vegetables/butterbeans-64.png
1960,2024-06-06,New Delhi,Broad Beans,72,83 - 91,86 - 119,1kg,resource/images/vegetables/broadbeans-64.png
1961,2024-06-06,New Delhi,Cabbage,32,37 - 41,38 - 53,1kg,resource/images/vegetables/cabbage-64.png
1962,2024-06-06,New Delhi,Carrot,37,43 - 47,44 - 61,1kg,resource/images/vegetables/carrot-64.png
1963,2024-06-06,New Delhi,Cauliflower,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cauliflower-64.png
1964,2024-06-06,New Delhi,Cluster beans,45,52 - 57,54 - 74,1kg,resource/images/vegetables/clusterbeans-64.png
